Distribution Network Service Provider,energy_asset,Zone Substation Name,Zone Substation ID,Zone Substation Area (km2),Dwellings,Persons,Residential,Commercial,Industrial,Primary Production,Education,Hospital/Medical,Transport,Parkland,Water,Other
SA Power Networks,SA_SSD366,East Terrace 66/11kV,SSD366,2,2944,4795,0.238,0.188,0,0,0.043,0.049,0,0.482,0,0
SA Power Networks,SA_SSD368,Victor Harbor 66/11kV,SSD368,365,10932,16869,0.069,0.001,0.002,0.914,0.001,0,0,0.012,0,0.001
SA Power Networks,SA_SSD372,Kilkenny 66/11kV,SSD372,4,2967,6634,0.648,0.036,0.261,0,0.008,0,0,0.047,0,0
SA Power Networks,SA_SSD374,Clarence Gardens 66/11kV,SSD374,5,6068,13363,0.885,0.031,0.037,0,0.016,0,0,0.031,0,0
SA Power Networks,SA_SSD377,Balaklava 33/7.6kV,SSD377,10,876,1798,0.37,0.02,0,0.551,0.036,0.005,0,0.018,0,0
SA Power Networks,SA_SSD380,Tumby Bay 33/11kV,SSD380,1468,1389,2128,0.002,0.001,0,0.925,0,0,0,0.071,0,0.001
SA Power Networks,SA_SSD386,Linden Park 66/11kV,SSD386,16,9826,22201,0.589,0.025,0,0.076,0.013,0.013,0,0.1,0,0.184
SA Power Networks,SA_SSD387,Hamley Bridge 33/11kV,SSD387,275,714,1621,0.006,0,0,0.991,0,0,0,0.002,0,0
SA Power Networks,SA_SSD389,Murray Bridge North 33/11kV,SSD389,546,3315,7338,0.037,0,0.001,0.711,0,0,0,0.003,0,0.248
SA Power Networks,SA_SSD398,Loveday 66/11kV,SSD398,431,2106,4284,0.01,0,0,0.661,0,0,0,0.125,0.07,0.133
SA Power Networks,SA_SSD399,Berri 66/11kV,SSD399,99,2378,4784,0.043,0.007,0.002,0.59,0.001,0.001,0,0.09,0,0.267
SA Power Networks,SA_SSD402,Cudmore Park 66/11kV,SSD402,3,2293,5236,0.567,0.268,0.127,0,0.009,0,0,0.029,0,0
SA Power Networks,SA_SSD403,Northfield 66/11kV,SSD403,8,5243,14013,0.65,0.003,0.085,0,0.041,0.008,0,0.213,0,0
SA Power Networks,SA_SSD407,Salisbury 66/11kV,SSD407,23,15230,36525,0.647,0.054,0.082,0,0.033,0.001,0,0.18,0,0.003
SA Power Networks,SA_SSD409,Woodforde 66/11kV,SSD409,24,11486,26356,0.493,0.024,0.002,0.017,0.021,0,0,0.344,0,0.099
SA Power Networks,SA_SSD410,Morphettville 66/11kV,SSD410,5,7122,13460,0.819,0.025,0.003,0,0.013,0.001,0,0.138,0,0
SA Power Networks,SA_SSD411,Panorama 66/11kV,SSD411,19,6717,16385,0.513,0.002,0.009,0.225,0.024,0.014,0,0.2,0,0.012
SA Power Networks,SA_SSD412,Whitmore Square 66/11kV,SSD412,2,3480,5873,0.262,0.345,0,0,0.012,0,0,0.382,0,0
SA Power Networks,SA_SSD413,Willunga 66/11kV,SSD413,112,1328,3298,0.017,0,0,0.972,0.002,0,0,0.01,0,0
SA Power Networks,SA_SSD418,Ardrossan 33/11kV,SSD418,16,929,1308,0.116,0,0.032,0.763,0.001,0,0,0.087,0,0
SA Power Networks,SA_SSD420,Renmark 66/11kV,SSD420,577,3617,7683,0.008,0.001,0,0.714,0,0,0,0.144,0,0.132
SA Power Networks,SA_SSD422,Penfield 66/11kV,SSD422,15,3321,7657,0.621,0.033,0.129,0.1,0.026,0,0,0.042,0,0.049
SA Power Networks,SA_SSD424,Fulham Gardens 66/11kV,SSD424,14,12116,26173,0.706,0.019,0,0,0.021,0.002,0,0.204,0.048,0
SA Power Networks,SA_SSD425,Flinders Park 66/11kV,SSD425,5,5586,12498,0.817,0.006,0.063,0,0.05,0.001,0,0.063,0,0
SA Power Networks,SA_SSD427,Thebarton 66/11kV,SSD427,6,4378,9441,0.519,0.111,0.16,0,0.025,0.007,0,0.177,0,0
SA Power Networks,SA_SSD428,Hillcrest 66/11kV,SSD428,10,10374,23402,0.778,0.092,0.004,0,0.041,0.01,0,0.075,0,0
SA Power Networks,SA_SSD429,Kilburn South 66/11kV,SSD429,4,4043,9674,0.726,0.015,0.226,0,0.013,0,0,0.019,0,0
SA Power Networks,SA_SSD432,Prospect 66/11kV,SSD432,8,6335,14950,0.671,0.099,0.164,0,0.03,0,0,0.035,0,0
SA Power Networks,SA_SSD450,Kingscote 33/11kV,SSD450,113,1323,2192,0.109,0.007,0,0.841,0.001,0,0,0.031,0,0.01
SA Power Networks,SA_SSD451,Sheidow Park 66/11kV,SSD451,16,8188,21185,0.562,0.013,0.014,0,0.021,0,0,0.287,0.055,0.048
SA Power Networks,SA_SSD456,Aldinga Substation 66/11kV,SSD456,68,6656,14049,0.106,0.006,0.003,0.787,0.002,0,0,0.056,0,0.041
SA Power Networks,SA_SSD459,Jamestown 33/11kV,SSD459,40,788,1405,0.062,0.009,0,0.529,0.003,0.001,0,0.393,0,0.002
SA Power Networks,SA_SSD463,Houghton 33/7.6kV,SSD463,51,553,1481,0.008,0,0,0.733,0,0,0,0.034,0.016,0.209
SA Power Networks,SA_SSD473,Stirling East 33/11kV,SSD473,37,2628,6493,0.283,0.002,0,0.071,0.005,0,0,0.199,0,0.441
SA Power Networks,SA_SSD474,Mylor 33/11kV,SSD474,51,1035,2673,0.066,0,0,0.142,0,0,0,0.14,0.006,0.646
SA Power Networks,SA_SSD475,McLaren Vale 33/11kV,SSD475,8,742,1668,0.09,0.001,0,0.902,0,0.005,0,0.001,0,0
SA Power Networks,SA_SSD496,Golden Grove 66/11kV,SSD496,32,14516,36658,0.464,0.011,0.108,0.12,0.03,0,0,0.181,0.005,0.081
SA Power Networks,SA_SSD501,Paralowie 66/11kV,SSD501,80,4891,13715,0.121,0,0.007,0.38,0.001,0,0,0.361,0,0.13
SA Power Networks,SA_SSD511,Noarlunga Centre 66/11kV,SSD511,6,3556,7490,0.604,0.237,0,0,0.053,0.014,0,0.092,0,0
SA Power Networks,SA_SSD520,Cavan 66/11kV,SSD520,10,3990,9822,0.217,0.111,0.28,0,0.053,0,0,0.339,0,0
SA Power Networks,SA_SSD521A,McLaren Flat TF1 66/11kV,SSD521,127,1669,4019,0.013,0.001,0,0.889,0.001,0,0,0.083,0,0.013
SA Power Networks,SA_SSD522,Hope Valley 66/11kV,SSD522,20,6208,15377,0.311,0.01,0.251,0.063,0.015,0,0,0.281,0.001,0.068
SA Power Networks,SA_SSD529,Largs North 66/7.6kV,SSD529,8,5455,11661,0.621,0.028,0.289,0,0.005,0,0,0.057,0,0
SA Power Networks,SA_SSD532,Peterborough 33/11kV,SSD532,2115,981,1518,0.003,0,0,0.995,0,0,0,0.001,0,0
SA Power Networks,SA_SSD544,Seaford 66/11kV,SSD544,28,3236,8017,0.129,0,0,0.768,0.013,0,0,0.059,0,0.03
SA Power Networks,SA_SSD711,Edinburgh 66/11kV,SSD711,3,2349,5625,0.772,0.046,0.002,0,0.058,0,0.009,0.113,0,0
SA Power Networks,SA_SSD714,Mount Pleasant 33/11kV,SSD714,287,834,1814,0.004,0.001,0,0.979,0,0,0,0.017,0,0
SA Power Networks,SA_SSD744,Direk 66/11kV,SSD744,18,3445,9170,0.426,0,0.303,0.211,0.006,0,0,0.054,0,0
SA Power Networks,SA_SSD745A,Gawler Belt TF1 33/11kV,SSD745,38,2004,5535,0.12,0.013,0,0.742,0.084,0,0,0.017,0,0.023
SA Power Networks,SA_SSD753,Cowell 33/11kV,SSD753,2440,793,1189,0.002,0,0,0.932,0,0,0,0.06,0,0.006
SA Power Networks,SA_SSD755,Sandy Creek 33/11kV,SSD755,47,401,1129,0.085,0,0,0.541,0,0,0,0.09,0.01,0.274
SA Power Networks,SA_SSD760,Hackham 66/11kV,SSD760,18,5733,13761,0.329,0.001,0.034,0.135,0.011,0,0,0.243,0,0.247
SA Power Networks,SA_SSD771,Freeling North 33/11kV,SSD771,98,814,2195,0.02,0.001,0,0.929,0,0,0,0.001,0,0.049
SA Power Networks,SA_SSD778,Wudinna 66/11kV,SSD778,7079,674,1246,0.001,0,0,0.603,0,0,0,0.028,0.003,0.365
SA Power Networks,SA_SSD782,Mount Gambier North 33/11kV,SSD782,240,2568,5288,0.012,0.003,0.003,0.98,0.001,0,0,0.001,0,0
SA Power Networks,SA_SSD784,Riverton 33/11kV,SSD784,81,512,1036,0.024,0,0,0.967,0,0,0,0.008,0,0
SA Power Networks,SA_SSD788A,Dorrien TF4 33/11kV,SSD788,120,2496,5776,0.037,0.001,0,0.95,0.001,0,0,0.005,0,0.005
SA Power Networks,SA_SSD791,Williamstown South 33/11kV,SSD791,28,781,2030,0.224,0.001,0,0.251,0.001,0,0,0.125,0.071,0.327
TasNetworks,TN_AV,Avoca,AV,4976,1507,2697,0.004,0,0,0.747,0,0,0,0.227,0.002,0.02
TasNetworks,TN_BU,Burnie,BU,1293,15453,33196,0.02,0.002,0.002,0.482,0.001,0,0,0.401,0.001,0.09
TasNetworks,TN_CS,Chapel Street,CS,66,11459,25506,0.29,0.005,0.015,0,0.009,0,0.001,0.369,0,0.311
TasNetworks,TN_DE,Derby,DE,2158,1268,1768,0.001,0,0,0.334,0,0,0,0.454,0,0.21
TasNetworks,TN_DP,Devonport,DP,212,14896,31343,0.224,0.002,0.012,0.531,0.004,0.001,0,0.065,0,0.16
TasNetworks,TN_GT,George Town,GT,938,5781,10334,0.027,0,0.008,0.339,0,0,0,0.411,0.002,0.213
TasNetworks,TN_HA,Hadspen,HA,654,11429,25526,0.078,0.001,0.005,0.874,0.002,0,0,0.03,0.001,0.01
TasNetworks,TN_KE,Kermandie,KE,527,2520,4487,0.101,0,0,0.038,0.001,0,0,0.481,0,0.379
TasNetworks,TN_KI,Kingston,KI,85,6946,15956,0.452,0.008,0.006,0,0.006,0,0,0.048,0,0.48
TasNetworks,TN_MB,Meadowbank,MB,2231,759,1254,0.005,0,0,0.727,0,0,0,0.08,0.018,0.17
TasNetworks,TN_MY,Mowbray,MY,55,6453,13683,0.13,0.01,0.11,0.524,0.013,0.001,0.004,0.165,0,0.042
TasNetworks,TN_NH,North Hobart,NH,8,7520,15264,0.751,0.085,0.002,0,0.039,0.035,0,0.087,0,0
TasNetworks,TN_NN,New Norfolk,NN,378,2277,5336,0.045,0,0,0.332,0,0,0,0.119,0.004,0.499
TasNetworks,TN_NW,Norwood,NW,1665,6147,14040,0.01,0,0,0.55,0,0,0,0.416,0,0.024
TasNetworks,TN_PL,Port Latta,PL,651,1537,2679,0.011,0,0.001,0.446,0,0,0,0.261,0,0.282
TasNetworks,TN_RA,Railton,RA,2848,7450,16487,0.028,0,0.001,0.434,0,0,0,0.412,0.009,0.115
TasNetworks,TN_RK,Rokeby,RK,119,6451,14997,0.457,0,0.007,0,0.008,0,0,0.123,0,0.405
TasNetworks,TN_SD,Scottsdale,SD,1850,3509,6723,0.016,0,0,0.38,0,0,0,0.402,0,0.201
TasNetworks,TN_SM,St Marys,SM,2246,5321,6754,0.018,0,0,0.491,0,0,0,0.271,0,0.219
TasNetworks,TN_ST,Smithton,ST,1804,2813,6095,0.013,0,0.001,0.412,0,0,0,0.322,0.001,0.251
TasNetworks,TN_UL,Ulverstone,UL,600,8681,18658,0.05,0.001,0.001,0.54,0.001,0,0.001,0.272,0,0.133
United Energy,UE_BH,Box Hill,BH,10,10720,25644,0.727,0.027,0.055,0,0.05,0.001,0,0.141,0,0
United Energy,UE_BR,Beaumaris,BR,10,8342,20575,0.634,0.009,0.013,0,0.027,0.001,0,0.316,0,0
United Energy,UE_BT,Bentleigh,BT,7,10516,26148,0.912,0.022,0,0,0.013,0.001,0.004,0.048,0,0
United Energy,UE_BU,Bulleen,BU,14,10181,25323,0.677,0.011,0.008,0,0.02,0.003,0,0.281,0,0
United Energy,UE_BW,Burwood,BW,4,4073,10215,0.687,0.022,0.06,0,0.053,0.007,0,0.17,0,0
United Energy,UE_CDA,Clarinda,CDA,17,12407,32326,0.539,0.012,0.045,0,0.02,0.004,0,0.186,0,0.194
United Energy,UE_CFD,Caulfield,CFD,9,15464,34693,0.783,0.033,0,0,0.024,0,0.001,0.159,0,0
United Energy,UE_CM,Cheltenham,CM,3,2404,5316,0.461,0.071,0.174,0,0,0,0,0.294,0,0
United Energy,UE_CRM,Carrum Downs,CRM,56,24319,56759,0.306,0.018,0.253,0.207,0.018,0,0,0.139,0.01,0.049
United Energy,UE_DC,Doncaster,DC,33,28425,71492,0.789,0.016,0.006,0,0.021,0.001,0.002,0.164,0,0
United Energy,UE_DMA,Dromana,DMA,140,14274,22245,0.168,0.002,0.003,0.542,0.003,0,0,0.068,0,0.214
United Energy,UE_DN,Dandenong,DN,29,16673,45807,0.476,0.17,0.127,0,0.032,0.001,0.025,0.169,0,0
United Energy,UE_DSH,Dandenong South,DSH,9,406,1541,0.034,0,0.864,0,0,0,0.056,0.043,0,0.004
United Energy,UE_DVY,Dandenong Valley,DVY,32,1543,3637,0.049,0.03,0.252,0.381,0,0,0.002,0.041,0,0.245
United Energy,UE_EB,East Burwood,EB,18,18157,46103,0.822,0.029,0.006,0,0.037,0,0,0.105,0,0
United Energy,UE_EL,Elsternwick,EL,6,9305,21735,0.897,0.044,0,0,0.018,0.022,0.002,0.018,0,0
United Energy,UE_EM,East Malvern,EM,11,13166,32345,0.767,0.039,0.003,0,0.035,0,0.022,0.134,0,0
United Energy,UE_EW,Elwood,EW,5,13878,24860,0.742,0.015,0,0,0.024,0,0.002,0.214,0.004,0
United Energy,UE_FSH,Frankston South,FSH,69,23342,56221,0.635,0.005,0.005,0.044,0.023,0.002,0,0.115,0,0.17
United Energy,UE_FTN,Frankston,FTN,22,17321,38110,0.623,0.029,0.097,0.022,0.026,0.001,0.003,0.186,0,0.012
United Energy,UE_GW,Glen Waverley,GW,26,17785,47167,0.588,0.049,0.011,0,0.034,0.002,0.018,0.159,0,0.138
United Energy,UE_HGS,Hastings,HGS,195,15902,37382,0.244,0.011,0.063,0.353,0.005,0,0,0.03,0.001,0.293
United Energy,UE_HT,Heatherton,HT,11,6244,15054,0.351,0.059,0.275,0,0.011,0.018,0.007,0.193,0,0.085
United Energy,UE_K,Gardiner,K,9,11609,26675,0.786,0.049,0,0,0.023,0.004,0.037,0.101,0,0
United Energy,UE_LD,Lyndale,LD,27,17830,48425,0.537,0.048,0.018,0,0.025,0.003,0.039,0.33,0,0
United Energy,UE_LWN,Langwarrin,LWN,64,15631,39437,0.568,0.008,0.063,0.096,0.007,0.001,0,0.118,0,0.14
United Energy,UE_M,Mentone,M,11,13304,29539,0.707,0.054,0.032,0,0.033,0,0.139,0.035,0,0
United Energy,UE_MC,Mordialloc,MC,14,9583,22969,0.442,0.01,0.322,0,0.021,0.001,0.005,0.199,0,0
United Energy,UE_MGE,Mulgrave,MGE,32,17218,45606,0.483,0.117,0.032,0,0.029,0,0.018,0.315,0.007,0
United Energy,UE_MR,Moorabbin,MR,11,13019,31403,0.786,0.038,0.028,0,0.046,0,0,0.101,0,0
United Energy,UE_MTN,Mornington,MTN,156,19712,45147,0.157,0.005,0.008,0.52,0.006,0.001,0,0.034,0.016,0.253
United Energy,UE_NB,North Brighton,NB,9,11823,26758,0.863,0.038,0,0,0.034,0.001,0.002,0.061,0,0
United Energy,UE_NO,Noting Hill,NO,5,2983,9432,0.327,0.398,0.005,0,0.23,0.001,0.015,0.024,0,0
United Energy,UE_NP,Noble Park,NP,28,23164,63997,0.573,0.058,0.042,0,0.04,0,0.01,0.244,0,0.032
United Energy,UE_NW,Nunawading,NW,25,21188,52819,0.819,0.043,0.027,0,0.032,0.002,0.004,0.072,0,0.001
United Energy,UE_OAK,Oakleigh,OAK,12,12777,30610,0.747,0.034,0.026,0,0.018,0,0.035,0.139,0,0
United Energy,UE_OE,Oakleigh East,OE,4,3354,8174,0.57,0.017,0.254,0,0.009,0.002,0,0.148,0,0
United Energy,UE_OR,Ormond,OR,11,15658,38346,0.84,0.012,0.026,0,0.015,0.007,0,0.1,0,0
United Energy,UE_RBD,Rosebud,RBD,153,17903,25456,0.148,0.003,0.005,0.632,0.002,0,0,0.18,0,0.029
United Energy,UE_SH,Surrey Hills,SH,3,3034,7507,0.893,0.01,0,0,0.007,0,0,0.09,0,0
United Energy,UE_SR,Sandringham,SR,10,11832,27253,0.779,0.037,0.037,0,0.023,0.003,0,0.121,0,0
United Energy,UE_SS,Springvale South,SS,19,9670,26933,0.41,0.026,0.207,0,0.012,0,0.078,0.133,0,0.134
United Energy,UE_STO,Sorrento,STO,69,16786,13758,0.434,0.002,0.001,0.252,0.001,0,0,0.209,0,0.1
United Energy,UE_WD,West Doncaster,WD,8,7242,16371,0.64,0.031,0.015,0,0.054,0.002,0.035,0.224,0,0
Western Power,WP_A,Arkana,A,21,21776,48495,0.751,0.023,0.03,0,0.063,0,0,0.134,0,0
Western Power,WP_ALB,Albany,ALB,7051,20946,43110,0.012,0,0.001,0.776,0,0,0,0.153,0.002,0.056
Western Power,WP_AMT,Amherst,AMT,24,20469,43850,0.695,0.041,0.071,0,0.023,0.004,0,0.165,0,0
Western Power,WP_BCH,Beechboro,BCH,85,19056,50064,0.267,0.004,0.028,0.15,0.009,0,0,0.436,0,0.106
Western Power,WP_BCT,Balcatta,BCT,5,3146,7599,0.616,0.017,0.232,0,0.016,0,0.008,0.108,0,0.004
Western Power,WP_BEL,Belmont,BEL,22,10978,24005,0.421,0.45,0.019,0,0.017,0,0,0.092,0,0
Western Power,WP_BIB,Bibra Lake,BIB,26,12493,30843,0.487,0.017,0.156,0,0.031,0,0.009,0.265,0.034,0
Western Power,WP_BSN,Busselton,BSN,634,17161,33048,0.142,0.004,0.005,0.66,0.001,0,0,0.034,0,0.154
Western Power,WP_BTN,Bridgetown,BTN,5000,4436,8083,0.011,0,0,0.52,0,0,0,0.46,0,0.01
Western Power,WP_BTY,Bentley,BTY,5,4395,9931,0.702,0.017,0,0,0.051,0,0,0.23,0,0
Western Power,WP_BUH,Bunbury Harbour,BUH,88,21004,46261,0.437,0.025,0.094,0.099,0.022,0.003,0.002,0.186,0.007,0.125
Western Power,WP_BYF,Byford,BYF,853,21232,53801,0.365,0.001,0.002,0.149,0.002,0,0,0.456,0.01,0.016
Western Power,WP_CAP,Capel,CAP,1666,4975,11378,0.021,0,0.003,0.538,0,0,0,0.425,0.002,0.011
Western Power,WP_CK,Cook Street,CK,5,7730,14587,0.645,0.182,0,0,0.035,0.038,0.007,0.093,0,0
Western Power,WP_CKN,Clarkson,CKN,36,16901,43595,0.448,0.029,0.242,0,0.02,0,0.002,0.162,0.004,0.092
Western Power,WP_CL,Clarence Street,CL,7,11075,19989,0.68,0.029,0,0,0.025,0.003,0.009,0.254,0,0
Western Power,WP_CO,Collie,CO,2130,4113,9016,0.014,0,0.001,0.136,0,0,0.001,0.661,0.011,0.177
Western Power,WP_COL,Collier,COL,16,14079,31974,0.613,0.064,0.003,0,0.144,0,0.003,0.173,0,0
Western Power,WP_CPN,Chapman,CPN,24,4705,10887,0.381,0,0.07,0.224,0.011,0,0,0.146,0,0.167
Western Power,WP_CTE,Cottesloe,CTE,13,10990,23618,0.637,0.022,0.001,0,0.047,0,0.006,0.285,0.002,0
Western Power,WP_CVE,Canning Vale,CVE,26,15737,40586,0.565,0.011,0.208,0,0.024,0,0,0.192,0,0
Western Power,WP_D,Darlington,D,150,6949,17217,0.326,0.001,0.007,0.2,0.003,0,0,0.301,0,0.162
Western Power,WP_E,Edmund Street,E,5,5440,10412,0.644,0.138,0.057,0,0.05,0.019,0.001,0.091,0,0
Western Power,WP_F,Forrest Ave,F,2,6374,10116,0.352,0.167,0.04,0,0.072,0.022,0.005,0.342,0,0
Western Power,WP_FFD,Forrestfield,FFD,13,4222,10858,0.554,0.01,0.252,0.023,0.012,0,0,0.149,0,0
Western Power,WP_G,Gosnells,G,134,22495,55649,0.478,0.007,0.021,0.002,0.009,0,0,0.352,0,0.13
Western Power,WP_H,Hadfields,H,28,14132,32045,0.497,0.007,0.176,0.137,0.038,0.014,0.005,0.126,0,0
Western Power,WP_HBK,Henley Brook,HBK,47,15905,43657,0.573,0.026,0,0.158,0.015,0,0,0.193,0,0.034
Western Power,WP_HE,Herdsman Pde,HE,4,4864,10599,0.796,0.039,0,0,0.03,0,0,0.135,0,0
Western Power,WP_HZM,Hazelmere,HZM,20,4294,10497,0.425,0.022,0.167,0.09,0.002,0,0,0.295,0,0
Western Power,WP_JDP,Joondalup,JDP,20,10610,28850,0.563,0.049,0.037,0,0.035,0,0.013,0.302,0,0
Western Power,WP_JTE,Joel Terrace,JTE,9,14024,25346,0.739,0.034,0.02,0,0.036,0.005,0.004,0.16,0.002,0
Western Power,WP_K,Kalamunda,K,255,11088,27894,0.259,0.001,0.001,0.025,0.004,0,0,0.694,0.002,0.013
Western Power,WP_KAT,Katanning,KAT,19032,3925,8120,0.002,0,0,0.895,0,0,0,0.062,0.001,0.039
Western Power,WP_KDL,Kewdale,KDL,12,2757,6518,0.208,0.244,0.385,0,0.01,0,0.103,0.051,0,0
Western Power,WP_LDE,Landsdale,LDE,35,23147,64229,0.663,0.034,0.035,0.001,0.027,0,0,0.166,0.001,0.073
Western Power,WP_MA,Manning Street,MA,13,16441,33458,0.728,0.008,0,0,0.06,0,0,0.187,0.017,0
Western Power,WP_MBR,Mount Barker,MBR,7627,2903,5994,0.006,0,0,0.813,0,0,0,0.168,0.004,0.009
Western Power,WP_MCE,Medical Centre,MCE,5,3725,9508,0.46,0.029,0,0,0.143,0.081,0,0.287,0,0
Western Power,WP_MDN,Maddington,MDN,9,4863,12670,0.63,0.028,0.203,0,0.03,0,0,0.108,0,0
Western Power,WP_MED,Medina,MED,179,17013,43644,0.381,0.006,0.125,0,0.006,0,0.004,0.243,0.002,0.232
Western Power,WP_MH,Mandurah,MH,120,31443,59841,0.59,0.013,0.004,0.025,0.01,0.002,0,0.317,0.012,0.027
Western Power,WP_MJ,Midland Junction,MJ,111,13969,31293,0.382,0.01,0.074,0.226,0.011,0.001,0,0.223,0,0.073
Western Power,WP_MJP,Manjimup,MJP,1371,3593,7415,0.013,0.002,0.002,0.331,0,0,0,0.627,0,0.025
Western Power,WP_MLG,Malaga,MLG,17,8590,24509,0.506,0.056,0.183,0,0.038,0,0,0.202,0.005,0.009
Western Power,WP_MO,Morley,MO,17,17865,39250,0.821,0.044,0.009,0,0.049,0,0,0.078,0,0
Western Power,WP_MOR,Moora,MOR,20358,3406,6588,0.002,0,0,0.932,0,0,0,0.028,0.019,0.019
Western Power,WP_MR,Margaret River,MR,945,5895,11755,0.155,0,0.001,0.393,0,0,0,0.315,0,0.135
Western Power,WP_MRR,Marriott Road,MRR,894,4902,12090,0.012,0.001,0.003,0.592,0.001,0,0,0.352,0.003,0.037
Western Power,WP_MSS,Meadow Springs,MSS,176,20477,49925,0.441,0.003,0.031,0.329,0.006,0,0.001,0.161,0.005,0.022
Western Power,WP_MUC,Muchea,MUC,2001,4861,12308,0.051,0,0.001,0.504,0,0,0.003,0.35,0,0.091
Western Power,WP_MUL,Mullaloo,MUL,26,13860,34724,0.611,0.032,0.076,0.02,0.043,0.001,0.011,0.173,0.004,0.028
Western Power,WP_MUR,Murdoch,MUR,23,6646,17093,0.384,0.231,0.018,0.026,0.121,0.045,0.019,0.157,0,0
Western Power,WP_MYR,Myaree,MYR,12,10746,25037,0.77,0.041,0,0,0.038,0,0,0.151,0,0
Western Power,WP_N,Nedlands,N,8,5721,13558,0.737,0.038,0.006,0,0.025,0.014,0.01,0.162,0.007,0
Western Power,WP_NB,North Beach,NB,25,15979,40734,0.662,0.012,0,0,0.037,0.001,0.02,0.268,0,0
Western Power,WP_NF,North Fremantle,NF,5,2893,5234,0.296,0.08,0.084,0,0.005,0,0.033,0.495,0,0.008
Western Power,WP_NGN,Narrogin,NGN,7284,4274,9072,0.004,0,0,0.841,0,0,0,0.139,0.002,0.013
Western Power,WP_NOR,Northam,NOR,4653,8463,16975,0.024,0,0,0.933,0,0,0,0.021,0,0.02
Western Power,WP_NP,North Perth,NP,12,15163,32205,0.705,0.072,0.023,0,0.018,0,0.017,0.109,0.056,0
Western Power,WP_OC,O Connor,OC,18,12021,28706,0.644,0.042,0.079,0,0.029,0,0,0.198,0.009,0
Western Power,WP_OP,Osborne Park,OP,8,4608,10214,0.48,0.065,0.327,0,0.002,0.021,0,0.101,0.004,0
Western Power,WP_PBY,Padbury,PBY,32,22779,57799,0.732,0.015,0,0,0.035,0,0.025,0.192,0,0
Western Power,WP_PCY,Piccadilly,PCY,36,10878,25022,0.449,0.051,0.017,0.258,0.02,0.003,0.006,0.196,0,0
Western Power,WP_PIC,Picton,PIC,643,9895,24749,0.045,0,0.035,0.758,0.001,0,0,0.144,0.001,0.014
Western Power,WP_PNJ,Pinjarra,PNJ,855,3864,9246,0.033,0,0.002,0.293,0,0,0,0.665,0.006,0
Western Power,WP_RAN,Rangeway,RAN,23,7730,17001,0.535,0.003,0.074,0.178,0.03,0.001,0.027,0.152,0,0
Western Power,WP_RO,Rockingham,RO,38,19349,39821,0.454,0.039,0.094,0,0.032,0.005,0.006,0.312,0.012,0.046
Western Power,WP_RTN,Riverton,RTN,27,20483,52863,0.76,0.03,0.014,0,0.038,0,0.003,0.156,0,0
Western Power,WP_RVE,Rivervale 132kV,RVE,11,11823,23770,0.61,0.129,0,0,0.02,0,0.026,0.215,0,0
Western Power,WP_SNR,Southern River,SNR,91,22273,62013,0.641,0.006,0.03,0.082,0.014,0.002,0,0.178,0,0.046
Western Power,WP_SP,Shenton Park,SP,11,4653,9487,0.235,0.01,0.046,0,0.104,0.066,0.01,0.424,0,0.104
Western Power,WP_SVY,Sawyers Valley,SVY,398,4813,12462,0.205,0,0.002,0.184,0.001,0,0,0.298,0,0.31
Western Power,WP_TT,Tate St,TT,11,9051,20021,0.55,0.071,0.273,0,0.027,0.012,0,0.066,0,0
Western Power,WP_WAI,Waikiki,WAI,62,22372,59542,0.601,0.008,0.019,0,0.021,0,0.002,0.321,0.005,0.024
Western Power,WP_WD,Wembley Downs,WD,25,9935,25536,0.432,0,0.016,0,0.045,0,0.017,0.47,0.009,0.01
Western Power,WP_WE,Welshpool,WE,39,15871,39847,0.617,0.043,0.181,0,0.017,0,0.013,0.129,0,0
Western Power,WP_WGA,Wangara,WGA,27,2414,6545,0.092,0,0.229,0.007,0.001,0,0,0.126,0,0.544
Western Power,WP_WLN,Willetton,WLN,10,5639,16687,0.65,0.085,0.09,0,0.044,0,0,0.132,0,0
Western Power,WP_WNO,Wanneroo,WNO,148,18340,48898,0.121,0.007,0.02,0.006,0.007,0.001,0,0.695,0.006,0.135
Western Power,WP_WUN,Wundowie,WUN,919,2308,6989,0.097,0,0.001,0.574,0,0,0,0.274,0,0.054
Western Power,WP_Y,Yokine,Y,19,22684,45509,0.753,0.02,0.023,0,0.029,0,0,0.175,0,0
Western Power,WP_YP,Yanchep,YP,458,13657,33365,0.108,0.001,0.002,0.161,0.001,0,0,0.561,0.005,0.161
